"FID_","STATEFP10","COUNTYFP10","VTDST10","GEOID10","VTDI10","NAME10","NAMELSAD10","LSAD10","MTFCC10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10"
,"01","053","0050","010530050","A","East Brewton Sail Center","East Brewton Sail Center","00","G5240","N",32549830.000000,1180098.000000,"+31.0852984","-087.0392274"
,"01","053","0320","010530320","A","New Order Bapt Church","New Order Bapt Church","00","G5240","N",92747320.000000,496843.000000,"+31.0701271","-087.4824381"
,"01","053","0240","010530240","A","Atmore-County Road Dept","Atmore-County Road Dept","00","G5240","N",5724010.000000,13827.000000,"+31.0346497","-087.5118266"
,"01","053","0310","010530310","A","Atmore City Hall","Atmore City Hall","00","G5240","N",4760886.000000,41413.000000,"+31.0336232","-087.4850527"
,"01","053","0330","010530330","A","Nokomis Vol Fire Dept","Nokomis Vol Fire Dept","00","G5240","N",50607384.000000,62489.000000,"+31.0259393","-087.5768774"
,"01","053","0260","010530260","A","Atmore Public Library","Atmore Public Library","00","G5240","N",19485671.000000,167361.000000,"+31.0068616","-087.4638212"
,"01","095","3","010953","P","Valley Store Hwy 70","Valley Store Hwy 70","00","G5240","S",25133296.000000,334131.000000,"+34.2576809","-086.3959678"
,"01","095","4-8-1","010954-8-1","P","Marshall Co Gas","Marshall Co Gas","00","G5240","S",3098861.000000,0.000000,"+34.2940436","-086.2767752"
,"01","095","4-5","010954-5","P","Albertville Rec Center","Albertville Rec Center","00","G5240","S",9716910.000000,0.000000,"+34.2175533","-086.2338598"
,"01","095","16-2","0109516-2","P","Pine Grove School A-D","Pine Grove School A-D","00","G5240","S",43690527.000000,154513.000000,"+34.1939501","-086.2558597"
,"01","095","5","010955","P","Dist. 4 County Shop","Dist. 4 County Shop","00","G5240","S",43161154.000000,61527.000000,"+34.2914543","-086.1427619"
,"01","095","4-2","010954-2","P","Albertville Rec Center","Albertville Rec Center","00","G5240","S",18248794.000000,96761.000000,"+34.2887322","-086.2208098"
,"01","053","0250","010530250","A","Rachel Patterson Elementary School","Rachel Patterson Elementary School","00","G5240","N",5296773.000000,41772.000000,"+31.0104299","-087.5041831"
,"01","053","0290","010530290","A","Poarch Sail Center","Poarch Sail Center","00","G5240","N",72464353.000000,175502.000000,"+31.0979114","-087.5589346"
,"01","053","0070","010530070","A","Riverview Town Hall","Riverview Town Hall","00","G5240","N",106686405.000000,1521605.000000,"+31.0225059","-087.0517816"
,"01","095","4-6-B","010954-6-B","P","Albertville Rec Center","Albertville Rec Center","00","G5240","S",3031370.000000,26471.000000,"+34.2995502","-086.1802487"
,"01","095","4-6-A","010954-6-A","P","Albertville Rec Center","Albertville Rec Center","00","G5240","S",3834421.000000,0.000000,"+34.3027834","-086.2075483"
,"01","095","4-1","010954-1","P","Albertville Rec Center","Albertville Rec Center","00","G5240","S",20437227.000000,93040.000000,"+34.2466645","-086.2280061"
,"01","095","4-8-2","010954-8-2","P","Marshall Co Gas","Marshall Co Gas","00","G5240","S",2699151.000000,0.000000,"+34.2841943","-086.2481383"
,"01","095","28-2","0109528-2","P","Lattiwood Comm Center","Lattiwood Comm Center","00","G5240","S",19204135.000000,116288.000000,"+34.2558623","-086.2593553"
,"01","095","4-6-1","010954-6-1","P","Albertville Rec Center","Albertville Rec Center","00","G5240","S",922062.000000,0.000000,"+34.2903055","-086.2645492"
,"01","095","4-6-2","010954-6-2","P","Albertville Rec Center","Albertville Rec Center","00","G5240","S",592085.000000,0.000000,"+34.2851341","-086.2543797"
,"01","037","0108","010370108","A","Pct. 0108 Equality Fire Department","Pct. 0108 Equality Fire Department","00","G5240","N",1507345.000000,0.000000,"+32.8360370","-086.0991059"
,"01","037","0111","010370111","A","Pct. 0111 Equality Fire Department","Pct. 0111 Equality Fire Department","00","G5240","N",138695122.000000,5910672.000000,"+32.7963473","-086.0928344"
,"01","037","1707","010371707","A","Pct. 1707 Ray Fire Dept.","Pct. 1707 Ray Fire Dept.","00","G5240","N",80132077.000000,1253334.000000,"+32.8683613","-086.0413752"
,"01","037","0712","010370712","A","Pct. 0712 Court House","Pct. 0712 Court House","00","G5240","N",216944699.000000,855184.000000,"+32.8447563","-086.2448849"
,"01","037","1909","010371909","A","Pct. 1909 Cottage Grove Day Care Center","Pct. 1909 Cottage Grove Day Care Center","00","G5240","N",39079415.000000,32846.000000,"+32.8697729","-086.1236215"
,"01","037","1318","010371318","A","Pct. 1318 Marble Valley Fire Dept.","Pct. 1318 Marble Valley Fire Dept.","00","G5240","N",110555361.000000,9096930.000000,"+33.0702550","-086.4576052"
,"01","037","1117","010371117","A","Pct. 1117 Weogufka Voting House","Pct. 1117 Weogufka Voting House","00","G5240","N",356377962.000000,13372842.000000,"+32.9745899","-086.3845614"
,"01","037","1216","010371216","A","Pct. 1216 West Coosa Senior Center","Pct. 1216 West Coosa Senior Center","00","G5240","N",43786749.000000,261832.000000,"+33.0705033","-086.2770956"
,"01","037","1519","010371519","A","Pct. 1519 Richville Fire Dept.","Pct. 1519 Richville Fire Dept.","00","G5240","N",37267648.000000,0.000000,"+32.9198887","-086.3160527"
,"01","037","1215","010371215","A","Pct. 1215 West Coosa Senior Center","Pct. 1215 West Coosa Senior Center","00","G5240","N",35227248.000000,58395.000000,"+33.0576935","-086.1921720"
,"01","037","1205","010371205","A","Pct. 1205 West Coosa Senior Center","Pct. 1205 West Coosa Senior Center","00","G5240","N",11326061.000000,33342.000000,"+33.0941084","-086.1865261"
,"01","037","0614","010370614","A","Pct. 0614 Hanover","Pct. 0614 Hanover","00","G5240","N",67659616.000000,190193.000000,"+32.9799131","-086.2393632"
,"01","037","0420","010370420","A","Pct. 0420 Mt. Olive Community Center","Pct. 0420 Mt. Olive Community Center","00","G5240","N",41855021.000000,205754.000000,"+33.0799348","-086.1283969"
,"01","037","1513","010371513","A","Pct. 1513 Marble Valley Fire Dept.","Pct. 1513 Marble Valley Fire Dept.","00","G5240","N",47817852.000000,213765.000000,"+32.8137092","-086.3220173"
,"01","023","1","010231","P","Pennington-Pelham","Pennington-Pelham","00","G5240","S",166268094.000000,3864274.000000,"+32.2594097","-088.0493887"
,"01","023","2","010232","P","Crossroads-Intersection-Halsell Voting District","Crossroads-Intersection-Halsell Voting District","00","G5240","S",183245082.000000,117376.000000,"+32.2431833","-088.1998559"
,"01","023","10","0102310","P","Silas-Souwilpa-Isney-Toomey Voting District","Silas-Souwilpa-Isney-Toomey Voting District","00","G5240","S",190626336.000000,0.000000,"+31.7550138","-088.3551329"
,"01","023","7","010237","P","Toxey-Gilbertown-Melvin-Hurricane Voting District","Toxey-Gilbertown-Melvin-Hurricane Voting District","00","G5240","S",246571149.000000,96569.000000,"+31.8343370","-088.3910978"
,"01","023","8","010238","P","Barrytown-Womack Hill-Chappell Hill","Barrytown-Womack Hill-Chappell Hill","00","G5240","S",108724944.000000,675141.000000,"+31.8770784","-088.2420819"
,"01","023","9","010239","P","Branch-Bladon Springs-Cullomburg","Branch-Bladon Springs-Cullomburg","00","G5240","S",195035171.000000,6851253.000000,"+31.7536896","-088.2006278"
,"01","023","11","0102311","P","Lusk-Pleasant Valley-Ararat Voting District","Lusk-Pleasant Valley-Ararat Voting District","00","G5240","S",257636715.000000,4883476.000000,"+31.9384298","-088.1827796"
,"01","023","6","010236","P","Bogueloosa","Bogueloosa","00","G5240","S",217090921.000000,0.000000,"+31.9807616","-088.3724872"
,"01","023","5","010235","P","Butler-Lavaca-Mt. Sterling Voting District","Butler-Lavaca-Mt. Sterling Voting District","00","G5240","S",318909114.000000,2250133.000000,"+32.1224881","-088.1640124"
,"01","023","4","010234","P","Lisman-Pushmataha","Lisman-Pushmataha","00","G5240","S",160791067.000000,100179.000000,"+32.1810406","-088.3468288"
,"01","023","14","0102314","P","Riderwood-Rock Springs","Riderwood-Rock Springs","00","G5240","S",191840743.000000,95686.000000,"+32.0922949","-088.3454580"
,"01","023","3","010233","P","Yantley-Cromwell","Yantley-Cromwell","00","G5240","S",129215502.000000,125160.000000,"+32.2712752","-088.3218206"
,"01","095","24-1-A","0109524-1-A","P","Brasher's Chapel Church","Brasher's Chapel Church","00","G5240","S",1427264.000000,0.000000,"+34.2951350","-086.2480702"
,"01","095","4-6-3","010954-6-3","P","Albertville Rec Center","Albertville Rec Center","00","G5240","S",352281.000000,0.000000,"+34.2994395","-086.2619747"
,"01","095","4-7-B","010954-7-B","P","1st Baptist Church","1st Baptist Church","00","G5240","S",804139.000000,0.000000,"+34.2912513","-086.1661865"
,"01","037","0302","010370302","A","Pct. 0302 Kellyton Fire Dept.","Pct. 0302 Kellyton Fire Dept.","00","G5240","N",118060705.000000,594476.000000,"+32.9755816","-086.0967345"
,"01","037","0710","010370710","A","Pct. 0710 Hanover","Pct. 0710 Hanover","00","G5240","N",20981314.000000,24576.000000,"+32.8827479","-086.1802321"
,"01","037","0306","010370306","A","Pct. 0306 Kellyton Fire Dept.","Pct. 0306 Kellyton Fire Dept.","00","G5240","N",42493487.000000,34710.000000,"+32.9288690","-086.0744840"
,"01","037","0603","010370603","A","Pct. 0603 Mt. Olive Community Center","Pct. 0603 Mt. Olive Community Center","00","G5240","N",43794347.000000,415630.000000,"+32.9999982","-086.1576755"
,"01","037","0404","010370404","A","Pct. 0404 Old Railroad Depot","Pct. 0404 Old Railroad Depot","00","G5240","N",52928682.000000,356395.000000,"+33.0615355","-086.0760975"
,"01","037","0401","010370401","A","Pct. 0401 Old Railroad Depot","Pct. 0401 Old Railroad Depot","00","G5240","N",28823013.000000,124879.000000,"+33.0505517","-086.0308945"
,"01","037","1224","010371224","A","Pct. 1224 West Coosa Senior Center","Pct. 1224 West Coosa Senior Center","00","G5240","N",1273244.000000,15952.000000,"+33.0988949","-086.2273004"
,"01","095","4-3","010954-3","P","Albertville Rec Center","Albertville Rec Center","00","G5240","S",9651990.000000,21184.000000,"+34.2712815","-086.1810236"
,"01","095","4-4","010954-4","P","Albertville Rec Center","Albertville Rec Center","00","G5240","S",17157532.000000,47723.000000,"+34.2460064","-086.1842589"
,"01","095","4-7-A","010954-7-A","P","1st Baptist Church","1st Baptist Church","00","G5240","S",2142797.000000,0.000000,"+34.2498568","-086.1632560"
,"01","095","20-1","0109520-1","P","Boaz Rec Center","Boaz Rec Center","00","G5240","S",27494629.000000,132006.000000,"+34.2062807","-086.1546904"
,"01","095","20-3A","0109520-3A","P","Boaz Rec Center","Boaz Rec Center","00","G5240","S",277197.000000,0.000000,"+34.2184027","-086.1356332"
,"01","095","20-3","0109520-3","P","Boaz Rec Center","Boaz Rec Center","00","G5240","S",20090946.000000,74641.000000,"+34.2368063","-086.1289448"
,"01","095","22-1","0109522-1","P","Douglas City Hall","Douglas City Hall","00","G5240","S",21073210.000000,38391.000000,"+34.1851087","-086.3467295"
,"01","037","0625","010370625","A","Pct. 0625 Hanover","Pct. 0625 Hanover","00","G5240","N",2255249.000000,0.000000,"+33.0658898","-086.1613004"
,"01","037","1223","010371223","A","Pct. 1223 West Coosa Senior Center","Pct. 1223 West Coosa Senior Center","00","G5240","N",13424543.000000,9501.000000,"+33.0191098","-086.2519413"
,"01","037","0721","010370721","A","Pct. 0721 Court House","Pct. 0721 Court House","00","G5240","N",20795148.000000,62954.000000,"+32.9241161","-086.1703313"
,"01","037","1522","010371522","A","Pct. 1522 Richville Fire Dept.","Pct. 1522 Richville Fire Dept.","00","G5240","N",112829250.000000,6822385.000000,"+32.8315068","-086.3768418"
,"01","095","22-4","0109522-4","P","Douglas City Hall","Douglas City Hall","00","G5240","S",7869532.000000,21418.000000,"+34.1720603","-086.3214240"
,"01","095","22-0","0109522-0","P","Douglas City Hall","Douglas City Hall","00","G5240","S",5864478.000000,0.000000,"+34.1547582","-086.3381277"
,"01","095","16-1","0109516-1","P","Mt Hebron Fire Dept","Mt Hebron Fire Dept","00","G5240","S",51323654.000000,184552.000000,"+34.1499376","-086.2793810"
,"01","095","22-1A","0109522-1A","P","Douglas City Hall","Douglas City Hall","00","G5240","S",111105.000000,0.000000,"+34.1833156","-086.3197992"
,"01","095","20-2A","0109520-2A","P","Boaz Rec Center","Boaz Rec Center","00","G5240","S",661687.000000,0.000000,"+34.2021936","-086.1362301"
,"01","095","20-2B","0109520-2B","P","Boaz Rec Center","Boaz Rec Center","00","G5240","S",70845.000000,0.000000,"+34.1879532","-086.1388875"
,"01","095","20-2C","0109520-2C","P","Boaz Rec Center","Boaz Rec Center","00","G5240","S",797555.000000,0.000000,"+34.1891382","-086.1230482"
,"01","095","20-2D","0109520-2D","P","Boaz Rec Center","Boaz Rec Center","00","G5240","S",96228.000000,0.000000,"+34.1916763","-086.1072218"
,"01","131","4003","011314003","P","Prairie Bluff","Prairie Bluff","00","G5240","S",306033958.000000,4941715.000000,"+32.1463369","-087.4802586"
,"01","131","2001","011312001","P","Allenton","Allenton","00","G5240","S",107385690.000000,406905.000000,"+31.9248420","-086.9947039"
,"01","131","1006","011311006","P","Pine Apple","Pine Apple","00","G5240","S",47070109.000000,0.000000,"+31.8579585","-086.9545733"
,"01","113","4-2","011134-2","A","Spencer Recreation Center Voting District","Spencer Recreation Center Voting District","00","G5240","N",4041875.000000,0.000000,"+32.4499507","-085.0051975"
,"01","113","6-1A","011136-1A","A","CVCC Voting District","CVCC Voting District","00","G5240","N",5459854.000000,6893.000000,"+32.4324167","-085.0345250"
,"01","113","5-1A","011135-1A","A","Claude Parkman Building Voting District","Claude Parkman Building Voting District","00","G5240","N",12240088.000000,199220.000000,"+32.4310031","-084.9979199"
,"01","113","5-1B","011135-1B","P","Spencer Recreation Center-B","Spencer Recreation Center-B","00","G5240","S",86897650.000000,698071.000000,"+32.3853820","-085.0222198"
,"01","113","5-2","011135-2","A","Fort Mitchell Community Center Voting District","Fort Mitchell Community Center Voting District","00","G5240","N",91561611.000000,5812854.000000,"+32.2829588","-084.9864959"
,"01","113","7-1","011137-1","A","Cottonton Fire Dept","Cottonton Fire Dept","00","G5240","N",236341243.000000,5121871.000000,"+32.1751327","-085.0662480"
,"01","113","7-3","011137-3","A","Seale Courthouse Voting District","Seale Courthouse Voting District","00","G5240","N",148709580.000000,804206.000000,"+32.2884139","-085.1436421"
,"01","083","10","0108310","P","Reid Elem School-Blackburn Club House","Reid Elem School-Blackburn Club House","00","G5240","S",139154460.000000,20434769.000000,"+34.7451763","-087.0578606"
,"01","083","1","010831","P","Athens Recreation Center","Athens Recreation Center","00","G5240","S",163336892.000000,1068878.000000,"+34.8160524","-086.9427260"
,"01","083","8","010838","A","Owens Community Building","Owens Community Building","00","G5240","N",98517543.000000,1362945.000000,"+34.8660306","-087.0440957"
,"01","083","4","010834","A","Elkmont FD","Elkmont FD","00","G5240","N",117405816.000000,632938.000000,"+34.9505328","-086.9796874"
,"01","107","1300","011071300","A","Forest Comm Center","Forest Comm Center","00","G5240","N",61756443.000000,157093.000000,"+33.4488863","-088.2241558"
,"01","107","1100","011071100","A","Liberty School","Liberty School","00","G5240","N",110030554.000000,243735.000000,"+33.4930274","-088.1821860"
,"01","107","1200","011071200","A","Bethlehem Voting District","Bethlehem Voting District","00","G5240","N",69711458.000000,62235.000000,"+33.4957369","-088.0658423"
,"01","107","1400","011071400","A","McShan Comm Center","McShan Comm Center","00","G5240","N",55632345.000000,760558.000000,"+33.3892903","-088.1437071"
,"01","057","1901","010571901","A","Fords","Fords","00","G5240","N",48106529.000000,0.000000,"+33.7535695","-087.7211379"
,"01","057","1501","010571501","A","Clear Creek","Clear Creek","00","G5240","N",57426606.000000,161841.000000,"+33.7477984","-087.6489662"
,"01","057","0301","010570301","A","North River","North River","00","G5240","N",127541413.000000,5112.000000,"+33.8228593","-087.6023292"
,"01","057","1801","010571801","A","Bylar","Bylar","00","G5240","N",82240362.000000,171770.000000,"+33.6495673","-087.6827553"
,"01","057","0701","010570701","A","Hico","Hico","00","G5240","N",103108715.000000,802019.000000,"+33.5726629","-087.8453175"
,"01","057","0201","010570201","A","Ridge","Ridge","00","G5240","N",60413445.000000,221903.000000,"+33.5385046","-087.7215282"
,"01","113","7-4","011137-4","A","Hatchechubbee Fire Dept","Hatchechubbee Fire Dept","00","G5240","N",121946903.000000,242365.000000,"+32.2763126","-085.2732362"
,"01","113","6-3","011136-3","A","Dixie V F D Voting District","Dixie V F D Voting District","00","G5240","N",92349408.000000,637435.000000,"+32.4114405","-085.3173588"
,"01","113","7-5B","011137-5B","A","Hurtsboro Fire Dept Voting District","Hurtsboro Fire Dept Voting District","00","G5240","N",312244845.000000,559865.000000,"+32.2691221","-085.3749484"
,"01","113","7-2","011137-2","A","Pittsview Fire Dept","Pittsview Fire Dept","00","G5240","N",218594436.000000,237348.000000,"+32.1466048","-085.2063896"
,"01","113","7-5A","011137-5A","A","Hurtsboro City Hall Voting District","Hurtsboro City Hall Voting District","00","G5240","N",2674548.000000,0.000000,"+32.2400898","-085.4146703"
,"01","107","1500","011071500","A","Reform Bill's Dollar Store","Reform Bill's Dollar Store","00","G5240","N",111961018.000000,300412.000000,"+33.3881728","-088.0521069"
,"01","107","3100","011073100","A","Palmetto Community Center","Palmetto Community Center","00","G5240","N",97530309.000000,37984.000000,"+33.4866801","-087.9681494"
,"01","107","1800","011071800","A","Ethelsville City Hall","Ethelsville City Hall","00","G5240","N",44627638.000000,0.000000,"+33.4160061","-088.2088829"
,"01","107","1600","011071600","A","Pine Grove 1 Community Center","Pine Grove 1 Community Center","00","G5240","N",21713787.000000,41103.000000,"+33.3541108","-088.2021356"
,"01","107","4200","011074200","A","Carrollton 4 Service Center","Carrollton 4 Service Center","00","G5240","N",151709929.000000,213570.000000,"+33.2803517","-088.1327684"
,"01","107","3300","011073300","A","Reform 3 Bill's Dollar","Reform 3 Bill's Dollar","00","G5240","N",67669910.000000,88482.000000,"+33.3804319","-087.9824463"
,"01","107","1700","011071700","A","Carrollton 1 Service Center","Carrollton 1 Service Center","00","G5240","N",28914477.000000,0.000000,"+33.2916807","-088.0449485"
,"01","107","4300","011074300","A","Pine Grove 4 Comm Center","Pine Grove 4 Comm Center","00","G5240","N",51808924.000000,1303415.000000,"+33.3362311","-088.2568333"
,"01","107","4100","011074100","A","Macedonia Masonic Hall","Macedonia Masonic Hall","00","G5240","N",38897194.000000,34382.000000,"+33.3875358","-088.2686053"
,"01","107","5100","011075100","A","Gordo 5 City Hall","Gordo 5 City Hall","00","G5240","N",63258966.000000,140379.000000,"+33.2769267","-087.9502824"
,"01","107","2100","011072100","A","Cochrane-Dancy","Cochrane-Dancy","00","G5240","N",178300268.000000,6251689.000000,"+33.0790021","-088.2798562"
,"01","107","4500","011074500","A","Pickensville City Hall","Pickensville City Hall","00","G5240","N",49827718.000000,6222177.000000,"+33.2571518","-088.2555863"
,"01","107","2200","011072200","A","Aliceville 2 Nat'l Guard Armory","Aliceville 2 Nat'l Guard Armory","00","G5240","N",285194402.000000,4787690.000000,"+33.1206538","-088.1753233"
,"01","107","5500B","011075500B","A","Aliceville 5 National Guard","Aliceville 5 National Guard","00","G5240","N",26483275.000000,61953.000000,"+33.0567769","-088.0678799"
,"01","107","4600","011074600","A","Sapps Community Center","Sapps Community Center","00","G5240","N",62988757.000000,213156.000000,"+33.2155330","-088.2053664"
,"01","107","5500A","011075500A","A","Aliceville 5 Nat'l Guard Armory","Aliceville 5 Nat'l Guard Armory","00","G5240","N",36545158.000000,173766.000000,"+33.1405217","-088.0832022"
,"01","107","3200","011073200","A","Fairview-Zion Community Center","Fairview-Zion Community Center","00","G5240","N",174942639.000000,156645.000000,"+33.4216972","-087.8941665"
,"01","107","3400B","011073400B","A","Gordo 3 City Hall","Gordo 3 City Hall","00","G5240","N",39072182.000000,48486.000000,"+33.2968426","-087.8595930"
,"01","107","3400A","011073400A","A","Gordo City Hall","Gordo City Hall","00","G5240","N",36759543.000000,9784.000000,"+33.3360409","-087.9627655"
,"01","107","5300","011075300","A","Kirk Fire Dept","Kirk Fire Dept","00","G5240","N",111830172.000000,209213.000000,"+33.1819742","-087.9198870"
,"01","107","4400","011074400","A","Spring Hill Comm Center","Spring Hill Comm Center","00","G5240","N",26006830.000000,122222.000000,"+33.3039576","-088.2272130"
,"01","107","5200","011075200","A","Speeds Mill","Speeds Mill","00","G5240","N",93225806.000000,218249.000000,"+33.2285973","-088.0438800"
,"01","083","14","0108314","A","Tanner Fire Dept","Tanner Fire Dept","00","G5240","N",89550587.000000,28175253.000000,"+34.6833241","-086.9607407"
,"01","083","9","010839","A","Clements Bapt-Ripley WOW Hall","Clements Bapt-Ripley WOW Hall","00","G5240","N",100079140.000000,25021395.000000,"+34.7834409","-087.1730314"
,"01","083","11","0108311","A","Belmore Baptist Church","Belmore Baptist Church","00","G5240","N",126301540.000000,34091955.000000,"+34.6223705","-086.8620612"
,"01","083","2","010832","P","Isom's UMC-Creekside Elem","Isom's UMC-Creekside Elem","00","G5240","S",134874438.000000,1132595.000000,"+34.7847122","-086.8396706"
,"01","083","13","0108313","A","Lamb of God Lutheran Church","Lamb of God Lutheran Church","00","G5240","N",68186996.000000,587295.000000,"+34.6916120","-086.8391213"
,"01","083","5","010835","A","Leggtown Store","Leggtown Store","00","G5240","N",71350947.000000,1765926.000000,"+34.9569019","-087.0756842"
,"01","083","6","010836","A","Goodsprings Center-W. Limestone FD- Lester PO","Goodsprings Center-W. Limestone FD- Lester PO","00","G5240","N",90754353.000000,861302.000000,"+34.9502009","-087.1611080"
,"01","083","7","010837","A","Pleasant Grove FD","Pleasant Grove FD","00","G5240","N",78079184.000000,6753187.000000,"+34.8658733","-087.1642050"
,"01","107","5400","011075400","A","Benevola Community Center","Benevola Community Center","00","G5240","N",186494242.000000,662833.000000,"+33.1520244","-087.9793782"
,"01","067","P-1","01067P-1","A","Headland Armory","Headland Armory","00","G5240","N",126120950.000000,25295.000000,"+31.3460523","-085.3320625"
,"01","067","P-6","01067P-6","A","Capps Post Office","Capps Post Office","00","G5240","N",124954383.000000,61238.000000,"+31.4785301","-085.3486439"
,"01","067","P-7","01067P-7","A","Newville Vt. House","Newville Vt. House","00","G5240","N",130762991.000000,100480.000000,"+31.4321491","-085.3264000"
,"01","067","P-2","01067P-2","P","Tumbleton-Hebron-Browns","Tumbleton-Hebron-Browns","00","G5240","S",82017844.000000,0.000000,"+31.4149569","-085.2326734"
,"01","067","P-10","01067P-10","A","Abbevile Armory","Abbevile Armory","00","G5240","N",138521310.000000,228964.000000,"+31.5656596","-085.2717994"
,"01","067","11B","0106711B","A","Wills Cross Roads","Wills Cross Roads","00","G5240","N",64262930.000000,92714.000000,"+31.5655495","-085.1694892"
,"01","067","P-9","01067P-9","A","Edwin Clubhouse","Edwin Clubhouse","00","G5240","N",44656530.000000,0.000000,"+31.5832941","-085.3865291"
,"01","067","P-14","01067P-14","A","Edwin Clubhouse","Edwin Clubhouse","00","G5240","N",69771395.000000,177457.000000,"+31.6573682","-085.3799489"
,"01","067","P-13","01067P-13","A","Lawrenceville","Lawrenceville","00","G5240","N",114083258.000000,136668.000000,"+31.6622050","-085.2861654"
,"01","067","P-11A","01067P-11A","A","Shorterville House","Shorterville House","00","G5240","N",71861005.000000,66290.000000,"+31.5813189","-085.0775872"
,"01","067","P-5","01067P-5","A","Union Voting House","Union Voting House","00","G5240","N",140505256.000000,305561.000000,"+31.4948752","-085.1314467"
,"01","067","P-12","01067P-12","A","Judson Com.","Judson Com.","00","G5240","N",154054518.000000,15643156.000000,"+31.6770886","-085.1589468"
,"01","067","P-4","01067P-4","A","Haleburg Hall","Haleburg Hall","00","G5240","N",74783939.000000,24917.000000,"+31.4150552","-085.1302846"
,"01","067","P-3","01067P-3","A","Douglas Crossroads","Douglas Crossroads","00","G5240","N",118569967.000000,124083.000000,"+31.3436998","-085.1677671"
,"01","059","1","010591","A","Union Community Center","Union Community Center","00","G5240","N",93384927.000000,349447.000000,"+34.3811482","-087.5523709"
,"01","059","19","0105919","A","Trapptown","Trapptown","00","G5240","N",100676326.000000,1926921.000000,"+34.3780774","-087.6319936"
,"01","059","7","010597","A","Belgreen Fire Station","Belgreen Fire Station","00","G5240","N",173204741.000000,11569732.000000,"+34.4672846","-087.8761863"
,"01","059","10","0105910","A","Rockwood","Rockwood","00","G5240","N",56664107.000000,528623.000000,"+34.4525158","-087.7701963"
,"01","059","2","010592","A","Russellville","Russellville","00","G5240","N",32450133.000000,281763.000000,"+34.5041120","-087.7300872"
,"01","059","16","0105916","A","Waco","Waco","00","G5240","N",43398023.000000,95359.000000,"+34.4523210","-087.6849411"
,"01","059","18","0105918","A","Spruce Pine","Spruce Pine","00","G5240","N",61940599.000000,181830.000000,"+34.4078048","-087.7456562"
,"01","059","11","0105911","A","Mount Star Hills","Mount Star Hills","00","G5240","N",34110612.000000,125384.000000,"+34.5379135","-087.6892645"
,"01","059","17","0105917","A","Jonesboro Community Center","Jonesboro Community Center","00","G5240","N",42157160.000000,217606.000000,"+34.5426688","-087.7680680"
,"01","059","13","0105913","A","Tharptown School","Tharptown School","00","G5240","N",56071291.000000,320522.000000,"+34.5184631","-087.6195561"
,"01","059","12","0105912","A","St Cross Road","St Cross Road","00","G5240","N",35259823.000000,89679.000000,"+34.5491410","-087.6016118"
,"01","059","20","0105920","A","Newburg Masonic Lodge","Newburg Masonic Lodge","00","G5240","N",60818086.000000,109404.000000,"+34.4658552","-087.5850655"
,"01","059","4","010594","A","Pleasant Site","Pleasant Site","00","G5240","N",122104371.000000,2277076.000000,"+34.5571654","-088.0450468"
,"01","059","14","0105914","A","Halltown Community Center","Halltown Community Center","00","G5240","N",144483829.000000,2990458.000000,"+34.4622640","-088.0270796"
,"01","059","8","010598","A","Hodges Community Center","Hodges Community Center","00","G5240","N",59537140.000000,1701629.000000,"+34.3483709","-087.9408051"
,"01","059","6","010596","A","Vina FD","Vina FD","00","G5240","N",155022867.000000,379722.000000,"+34.3661413","-088.0789134"
,"01","059","5","010595","A","Red Bay","Red Bay","00","G5240","N",72900233.000000,671178.000000,"+34.4318939","-088.1214734"
,"01","059","15","0105915","A","Lawlers Fire Dept","Lawlers Fire Dept","00","G5240","N",136650502.000000,1491434.000000,"+34.3626674","-087.8460385"
,"01","127","36","0112736","A","McCollum National Guard Armory","McCollum National Guard Armory","00","G5240","N",31662684.000000,55310.000000,"+33.7877499","-087.3207979"
,"01","127","1","011271","A","Jasper Mall Voting District","Jasper Mall Voting District","00","G5240","N",23407177.000000,50261.000000,"+33.8603004","-087.2486064"
,"01","127","40","0112740","A","Walker Co Emergency Management Voting District","Walker Co Emergency Management Voting District","00","G5240","N",55567612.000000,508871.000000,"+33.7691628","-087.4009370"
,"01","127","29","0112729","A","Macedonia Church Of Christ","Macedonia Church Of Christ","00","G5240","N",36008774.000000,372979.000000,"+33.8385615","-087.3870251"
,"01","127","3","011273","A","Redmill Community Center Voting District","Redmill Community Center Voting District","00","G5240","N",22642567.000000,63725.000000,"+33.8709751","-087.3668293"
,"01","127","2","011272","A","Farmstead School Voting District","Farmstead School Voting District","00","G5240","N",43885313.000000,526789.000000,"+33.8993962","-087.2590731"
,"01","127","14","0112714","A","Valley Jr High School Voting District","Valley Jr High School Voting District","00","G5240","N",36333366.000000,238378.000000,"+33.8112142","-087.1840611"
,"01","127","4","011274","A","Meadow Smith Library/Frisco Voting District","Meadow Smith Library/Frisco Voting District","00","G5240","N",26118356.000000,624258.000000,"+33.8099128","-087.2496678"
,"01","127","10","0112710","A","Tutwiler Fire Dept","Tutwiler Fire Dept","00","G5240","N",134436408.000000,7462468.000000,"+33.5791533","-087.2818310"
,"01","127","20","0112720","A","Liberty Hill Church Voting District","Liberty Hill Church Voting District","00","G5240","N",51995389.000000,240869.000000,"+33.6362372","-087.3881444"
,"01","069","0010","010690010","A","Wicksburg","Wicksburg","00","G5240","N",94355046.000000,47148.000000,"+31.2349562","-085.6252661"
